"ID";"UID DA TOMADA";"TIPO DE CARREGAMENTO";"ESTADO DO POSTO";"CIDADE";"MORADA";"LATITUDE";"LONGITUDE";"OPERADOR";"MOBICHARGER";"NÍVEL DE TENSÃO";"TIPO DE TOMADA";"FORMATO DA TOMADA";"POTÊNCIA DA TOMADA (kW)";"ESTADO DA TOMADA";"ÚLTIMA ATUALIZAÇÃO"
"FND-00013";"FND-00013-01";"Alta Potência Rápido";"Disponível";"Fundão";"CEPSA FUNDÃO- A23 KM 162 TEIXOSO ALQUERIA N/S";"40.1901322";"-7.4879722";"CPS - Moeve";"Não";"Média Tensão";"CCS";"CABLE";"100";"Disponível";"2026-01-31T15:39:21.225Z"
"FND-00013";"FND-00013-02";"Alta Potência Rápido";"Disponível";"Fundão";"CEPSA FUNDÃO- A23 KM 162 TEIXOSO ALQUERIA N/S";"40.1901322";"-7.4879722";"CPS - Moeve";"Não";"Média Tensão";"CCS";"CABLE";"100";"Disponível";"2026-01-31T15:39:21.225Z"
"FND-00014";"FND-00014-01";"Alta Potência Rápido";"Disponível";"Fundão";"CEPSA FUNDÃO- A23 KM 162 TEIXOSO ALQUERIA S/N";"40.1908652";"-7.486648";"CPS - Moeve";"Não";"Média Tensão";"CCS";"CABLE";"100";"Disponível";"2026-01-31T15:40:38.106Z"
"FND-00014";"FND-00014-02";"Alta Potência Rápido";"Disponível";"Fundão";"CEPSA FUNDÃO- A23 KM 162 TEIXOSO ALQUERIA S/N";"40.1908652";"-7.486648";"CPS - Moeve";"Não";"Média Tensão";"CCS";"CABLE";"100";"Disponível";"2026-01-31T15:40:38.106Z"
"FND-00016";"PT-EDP-EFND-00016-1";"Potência Normal Médio";"Disponível";"Fundão";"Avenida Monsenhor Santos Carreto 1";"40.136739";"-7.505128";"EDP - EDP Comercial";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:23:56.883Z"
"FND-00016";"PT-EDP-EFND-00016-2";"Potência Normal Médio";"Disponível";"Fundão";"Avenida Monsenhor Santos Carreto 1";"40.136739";"-7.505128";"EDP - EDP Comercial";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Em uso";"2026-01-31T15:23:56.883Z"
"FND-00017";"PT-EDP-EFND-00017-1";"Potência Normal Médio";"Disponível";"Fundão";"Avenida Monsenhor Santos Carreto 2";"40.136739";"-7.505128";"EDP - EDP Comercial";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:33:28.052Z"
"FND-00017";"PT-EDP-EFND-00017-2";"Potência Normal Médio";"Disponível";"Fundão";"Avenida Monsenhor Santos Carreto 2";"40.136739";"-7.505128";"EDP - EDP Comercial";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:33:28.052Z"
"FND-00018";"FND-00018-01";"Alta Potência Rápido";"Disponível";"Fundão";"Quinta da Areeira, Travessa do Passal 8";"40.1626";"-7.49842";"ATL - Atlante";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Em uso";"2026-01-31T15:31:36.441Z"
"FND-00018";"FND-00018-02";"Alta Potência Rápido";"Disponível";"Fundão";"Quinta da Areeira, Travessa do Passal 8";"40.1626";"-7.49842";"ATL - Atlante";"Não";"Média Tensão";"CCS";"CABLE";"50";"Disponível";"2026-01-31T15:31:36.441Z"
"FND-00018";"FND-00018-03";"Alta Potência Rápido";"Disponível";"Fundão";"Quinta da Areeira, Travessa do Passal 8";"40.1626";"-7.49842";"ATL - Atlante";"Não";"Média Tensão";"CHAdeMO";"CABLE";"50";"Disponível";"2026-01-31T15:31:36.441Z"
"FND-00020";"PT-EDP-EFND-00020-1";"Alta Potência Rápido";"Em uso";"Fundão";"R. Cidade da Covilhã 1";"40.154765";"-7.496445";"EDP - EDP Comercial";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"120";"Em uso";"2026-01-31T15:22:04.050Z"
"FND-00020";"PT-EDP-EFND-00020-2";"Alta Potência Rápido";"Em uso";"Fundão";"R. Cidade da Covilhã 1";"40.154765";"-7.496445";"EDP - EDP Comercial";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"120";"Em uso";"2026-01-31T15:22:04.050Z"
"FND-00022";"PT-EDP-EFND-00022-1";"Alta Potência Rápido";"Offline";"Fundão";"E.N.18 R Cidade da Covilhã 1";"40.15675";"-7.49725";"EDP - EDP Comercial";"Não";"Média Tensão";"CHAdeMO";"CABLE";"60";"Offline";"2025-10-15T10:36:59.000Z"
"FND-00022";"PT-EDP-EFND-00022-2";"Alta Potência Rápido";"Offline";"Fundão";"E.N.18 R Cidade da Covilhã 1";"40.15675";"-7.49725";"EDP - EDP Comercial";"Não";"Média Tensão";"CCS";"CABLE";"60";"Offline";"2025-10-15T10:36:59.000Z"
"FND-00022";"PT-EDP-EFND-00022-3";"Alta Potência Rápido";"Offline";"Fundão";"E.N.18 R Cidade da Covilhã 1";"40.15675";"-7.49725";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"CABLE";"22";"Offline";"2025-10-15T10:36:59.000Z"
"FND-00023";"PT-EDP-EFND-00023-1";"Alta Potência Rápido";"Disponível";"Fundão";"EN18 Rua Cidade da Covilhã SN 2";"40.148871";"-7.499102";"EDP - EDP Comercial";"Não";"Média Tensão";"CCS";"CABLE";"120";"Disponível";"2026-01-31T14:46:37.333Z"
"FND-00023";"PT-EDP-EFND-00023-2";"Alta Potência Rápido";"Disponível";"Fundão";"EN18 Rua Cidade da Covilhã SN 2";"40.148871";"-7.499102";"EDP - EDP Comercial";"Não";"Média Tensão";"CCS";"CABLE";"120";"Disponível";"2026-01-31T14:46:37.333Z"
"FND-00024";"FND-00024-01";"Alta Potência Rápido";"Disponível";"Fundão";"R. Cidade da Covilhã 88";"40.1654111";"-7.4963751";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"100";"Disponível";"2026-01-31T15:38:55.560Z"
"FND-00024";"FND-00024-02";"Alta Potência Rápido";"Disponível";"Fundão";"R. Cidade da Covilhã 88";"40.1654111";"-7.4963751";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:38:55.560Z"
"FND-00024";"FND-00024-03";"Alta Potência Rápido";"Disponível";"Fundão";"R. Cidade da Covilhã 88";"40.1654111";"-7.4963751";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"100";"Disponível";"2026-01-31T15:38:55.560Z"
"FND-00025";"FND-00025-01";"Alta Potência Rápido";"Disponível";"Fundão";"R. Cidade da Covilhã 88";"40.16543";"-7.4962679";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"100";"Disponível";"2026-01-31T15:39:28.419Z"
"FND-00025";"FND-00025-02";"Alta Potência Rápido";"Disponível";"Fundão";"R. Cidade da Covilhã 88";"40.16543";"-7.4962679";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:39:28.419Z"
"FND-00025";"FND-00025-03";"Alta Potência Rápido";"Disponível";"Fundão";"R. Cidade da Covilhã 88";"40.16543";"-7.4962679";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"CHAdeMO";"CABLE";"50";"Fora de Serviço";"2026-01-31T15:39:28.419Z"
"FND-00025";"FND-00025-04";"Alta Potência Rápido";"Disponível";"Fundão";"R. Cidade da Covilhã 88";"40.16543";"-7.4962679";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"100";"Em uso";"2026-01-31T15:39:28.419Z"
"FND-00026";"FND-00026-01";"Potência Normal Médio";"Disponível";"Fundão";"R. Cidade da Covilhã 88";"40.1654111";"-7.4963751";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:38:57.393Z"
"FND-00026";"FND-00026-02";"Potência Normal Médio";"Disponível";"Fundão";"R. Cidade da Covilhã 88";"40.1654111";"-7.4963751";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Em uso";"2026-01-31T15:38:57.393Z"
"FND-00027";"FND-00027-01";"Potência Normal Médio";"Disponível";"Fundão";"R. Cidade da Covilhã 88";"40.1654111";"-7.4963751";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:40:43.424Z"
"FND-00027";"FND-00027-02";"Potência Normal Médio";"Disponível";"Fundão";"R. Cidade da Covilhã 88";"40.1654111";"-7.4963751";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Em uso";"2026-01-31T15:40:43.424Z"
"FND-00028";"FND-00028-01";"Alta Potência Rápido";"Disponível";"Fundão";"E.N. 18 - Vale de Canas";"40.154353";"-7.497539";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"CABLE";"22";"Disponível";"2026-01-31T14:56:42.039Z"
"FND-00028";"FND-00028-02";"Alta Potência Rápido";"Disponível";"Fundão";"E.N. 18 - Vale de Canas";"40.154353";"-7.497539";"GLP - Galp";"Não";"Média Tensão";"CCS";"CABLE";"50";"Disponível";"2026-01-31T14:56:42.039Z"
"FND-00028";"FND-00028-03";"Alta Potência Rápido";"Disponível";"Fundão";"E.N. 18 - Vale de Canas";"40.154353";"-7.497539";"GLP - Galp";"Não";"Média Tensão";"CHAdeMO";"CABLE";"50";"Disponível";"2026-01-31T14:56:42.039Z"
"FND-00029";"FND-00029-01";"Potência Normal Médio";"Disponível";"Fundão";"Calçada do Convento";"40.133862";"-7.505178";"DTE - DTE";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:40:48.026Z"
"FND-00029";"FND-00029-02";"Potência Normal Médio";"Disponível";"Fundão";"Calçada do Convento";"40.133862";"-7.505178";"DTE - DTE";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:40:48.026Z"
"FND-00030";"FND-00030-01";"Potência Normal Médio";"Disponível";"Fundão";"Rua Fernando Pessoa";"40.142295";"-7.501561";"DTE - DTE";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:39:38.931Z"
"FND-00030";"FND-00030-02";"Potência Normal Médio";"Disponível";"Fundão";"Rua Fernando Pessoa";"40.142295";"-7.501561";"DTE - DTE";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:39:38.931Z"
"FND-00031";"FND-00031-01";"Potência Normal Médio";"Disponível";"Fundão";"Rua Cidade de Salamanca";"40.134771";"-7.502782";"DTE - DTE";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:40:07.021Z"
"FND-00031";"FND-00031-02";"Potência Normal Médio";"Disponível";"Fundão";"Rua Cidade de Salamanca";"40.134771";"-7.502782";"DTE - DTE";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:40:07.021Z"
"FND-00032";"FND-00032-01";"Potência Normal Médio";"Disponível";"Fundão";"Rua Haapsalu";"40.139847";"-7.503565";"DTE - DTE";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:40:01.185Z"
"FND-00032";"FND-00032-02";"Potência Normal Médio";"Disponível";"Fundão";"Rua Haapsalu";"40.139847";"-7.503565";"DTE - DTE";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:40:01.185Z"
"FND-00035";"FND-00035-01";"Potência Normal Médio";"Offline";"Fundão";"Rua José Carvalho";"40.067069";"-7.801244";"DTE - DTE";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Offline";"2026-01-31T09:30:02.875Z"
"FND-00035";"FND-00035-02";"Potência Normal Médio";"Offline";"Fundão";"Rua José Carvalho";"40.067069";"-7.801244";"DTE - DTE";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Offline";"2026-01-31T09:30:02.875Z"
"FND-00036";"FND-00036-01";"Potência Normal Médio";"Disponível";"Fundão";"Rua da Estação";"40.098499";"-7.466351";"DTE - DTE";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Em uso";"2026-01-31T15:40:16.206Z"
"FND-00036";"FND-00036-02";"Potência Normal Médio";"Disponível";"Fundão";"Rua da Estação";"40.098499";"-7.466351";"DTE - DTE";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:40:16.206Z"
"FND-90001";"FND-90001-01";"Potência Normal Médio";"Disponível";"Fundão";"LARGO DA ESTAÇÃO";"40.1414305";"-7.4967727";"GLP - Galp";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T14:19:26.492Z"
"FND-90001";"FND-90001-02";"Potência Normal Médio";"Disponível";"Fundão";"LARGO DA ESTAÇÃO";"40.1414305";"-7.4967727";"GLP - Galp";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T14:19:26.492Z"
"FTR-80001";"FTR-80001-01";"Potência Normal Médio";"Disponível";"Fronteira";"Largo Marquês da Fronteira";"39.053863";"-7.645247";"ATL - Atlante";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T03:00:44.576Z"
"FTR-80001";"FTR-80001-02";"Potência Normal Médio";"Disponível";"Fronteira";"Largo Marquês da Fronteira";"39.053863";"-7.645247";"ATL - Atlante";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T03:00:44.576Z"
"FVN-00002";"FVN-00002-01";"Alta Potência Rápido";"Disponível";"Figueiró dos Vinhos";"Lugar Nossa Senhora dos Remédios, Lote 1";"39.906147";"-8.281018";"GLP - Galp";"Não";"Média Tensão";"CCS";"CABLE";"60";"Disponível";"2026-01-31T15:40:50.866Z"
"FVN-00002";"FVN-00002-02";"Alta Potência Rápido";"Disponível";"Figueiró dos Vinhos";"Lugar Nossa Senhora dos Remédios, Lote 1";"39.906147";"-8.281018";"GLP - Galp";"Não";"Média Tensão";"CCS";"CABLE";"60";"Disponível";"2026-01-31T15:40:50.866Z"
"FVN-00003";"PT-EDP-EFVN-00003-1";"Potência Normal Médio";"Offline";"Figueiró dos Vinhos";"Rua do Campo de Futebol 1";"39.896019";"-8.284189";"EDP - EDP Comercial";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"11";"Offline";"2025-11-20T16:13:29.000Z"
"FVN-00003";"PT-EDP-EFVN-00003-2";"Potência Normal Médio";"Offline";"Figueiró dos Vinhos";"Rua do Campo de Futebol 1";"39.896019";"-8.284189";"EDP - EDP Comercial";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"11";"Offline";"2025-11-20T16:13:29.000Z"
"FVN-90001";"FVN-90001-01";"Potência Normal Médio";"Disponível";"Figueiró dos Vinhos";"RUA DO MERCADO";"39.901306";"-8.273167";"GLP - Galp";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Em uso";"2026-01-31T15:39:29.379Z"
"FVN-90001";"FVN-90001-02";"Potência Normal Médio";"Disponível";"Figueiró dos Vinhos";"RUA DO MERCADO";"39.901306";"-8.273167";"GLP - Galp";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:39:29.379Z"
"FZZ-00002";"FZZ-00002-01";"Potência Normal Médio";"Disponível";"Ferreira do Zêzere";"Aldeamento das Varandas do Lago";"39.6673996";"-8.2332873";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:40:13.875Z"
"FZZ-00002";"FZZ-00002-02";"Potência Normal Médio";"Disponível";"Ferreira do Zêzere";"Aldeamento das Varandas do Lago";"39.6673996";"-8.2332873";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:40:13.875Z"
"FZZ-00003";"FZZ-00003-01";"Alta Potência Ultrarrápido";"Disponível";"Ferreira do Zêzere";"CEPSA FERREIRA - RUA BRIGADEIRO LINO VALENTE";"39.69367";"-8.294943";"CPS - Moeve";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"150";"Disponível";"2026-01-31T15:39:36.672Z"
"FZZ-00004";"FZZ-00004-01";"Alta Potência Rápido";"Offline";"Ferreira do Zêzere";"Rua do Lago Azul 2240";"39.6735252";"-8.2320042";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"CHAdeMO";"CABLE";"25";"Offline";"2026-01-28T05:00:03.535Z"
"FZZ-00004";"FZZ-00004-02";"Alta Potência Rápido";"Offline";"Ferreira do Zêzere";"Rua do Lago Azul 2240";"39.6735252";"-8.2320042";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"25";"Offline";"2026-01-28T05:00:03.535Z"
"FZZ-00004";"FZZ-00004-03";"Alta Potência Rápido";"Offline";"Ferreira do Zêzere";"Rua do Lago Azul 2240";"39.6735252";"-8.2320042";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"Mennekes";"CABLE";"22";"Offline";"2026-01-28T05:00:03.535Z"
"FZZ-90001";"FZZ-90001-1";"Potência Normal Médio";"Offline";"Ferreira do Zêzere";"Rua Depósito da Água";"39.693846";"-8.293427";"HRZ - Powerdot";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Offline";"2026-01-28T04:50:02.638Z"
"FZZ-90001";"FZZ-90001-2";"Potência Normal Médio";"Offline";"Ferreira do Zêzere";"Rua Depósito da Água";"39.693846";"-8.293427";"HRZ - Powerdot";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Offline";"2026-01-28T04:50:02.638Z"
"GAV-90001";"GAV-90001-1";"Potência Normal Médio";"Disponível";"Gavião";"R. Eugénio Maleitas";"39.464603";"-7.937781";"HRZ - Powerdot";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:39:57.734Z"
"GAV-90001";"GAV-90001-2";"Potência Normal Médio";"Disponível";"Gavião";"R. Eugénio Maleitas";"39.464603";"-7.937781";"HRZ - Powerdot";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:39:57.734Z"
"GDL-00002";"GDL-00002-1";"Potência Normal Médio";"Offline";"Grândola";"Alameda do Salgueiro";"38.492475";"-8.90061";"PRI - Prio";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Fora de Serviço";"2026-01-24T11:55:02.479Z"
"GDL-00002";"GDL-00002-2";"Potência Normal Médio";"Offline";"Grândola";"Alameda do Salgueiro";"38.492475";"-8.90061";"PRI - Prio";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Offline";"2026-01-24T11:55:02.479Z"
"GDL-00005";"GDL-00005-01";"Potência Normal Médio";"Disponível";"Grândola";"Avenida Frédéric Velge";"38.035847";"-8.425966";"PLG - E-plug";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:39:37.764Z"
"GDL-00005";"GDL-00005-02";"Potência Normal Médio";"Disponível";"Grândola";"Avenida Frédéric Velge";"38.035847";"-8.425966";"PLG - E-plug";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:39:37.764Z"
"GDL-00006";"PT-EDP-EGDL-00006-1";"Alta Potência Ultrarrápido";"Offline";"Grândola";"A2 Km 111.3 sentido Norte-Sul 1";"38.167018";"-8.492748";"EDP - EDP Comercial";"Não";"Média Tensão";"CHAdeMO";"CABLE";"50";"Offline";"2026-01-06T15:03:41.000Z"
"GDL-00006";"PT-EDP-EGDL-00006-2";"Alta Potência Ultrarrápido";"Offline";"Grândola";"A2 Km 111.3 sentido Norte-Sul 1";"38.167018";"-8.492748";"EDP - EDP Comercial";"Não";"Média Tensão";"CCS";"CABLE";"160";"Offline";"2026-01-06T15:03:41.000Z"
"GDL-00007";"PT-EDP-EGDL-00007-1";"Alta Potência Ultrarrápido";"Offline";"Grândola";"A2 Km 111.3 sentido Sul-Norte 1";"38.167691";"-8.490198";"EDP - EDP Comercial";"Não";"Média Tensão";"CHAdeMO";"CABLE";"50";"Offline";"2026-01-06T15:05:13.000Z"
"GDL-00007";"PT-EDP-EGDL-00007-2";"Alta Potência Ultrarrápido";"Offline";"Grândola";"A2 Km 111.3 sentido Sul-Norte 1";"38.167691";"-8.490198";"EDP - EDP Comercial";"Não";"Média Tensão";"CCS";"CABLE";"160";"Offline";"2026-01-06T15:05:13.000Z"
"GDL-00008";"PT-EDP-EGDL-00008-1";"Alta Potência Rápido";"Disponível";"Grândola";"A2 Km 111.3 N-S 1";"38.167018";"-8.492748";"EDP - EDP Comercial";"Não";"Média Tensão";"CCS";"CABLE";"120";"Disponível";"2026-01-31T11:46:56.419Z"
"GDL-00008";"PT-EDP-EGDL-00008-2";"Alta Potência Rápido";"Disponível";"Grândola";"A2 Km 111.3 N-S 1";"38.167018";"-8.492748";"EDP - EDP Comercial";"Não";"Média Tensão";"CHAdeMO";"CABLE";"60";"Disponível";"2026-01-31T11:46:56.419Z"
"GDL-00008";"PT-EDP-EGDL-00008-3";"Alta Potência Rápido";"Disponível";"Grândola";"A2 Km 111.3 N-S 1";"38.167018";"-8.492748";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T11:46:56.419Z"
"GDL-00009";"PT-EDP-EGDL-00009-1";"Alta Potência Rápido";"Disponível";"Grândola";"A2 Km 111.3 S-N 1";"38.16717";"-8.49087";"EDP - EDP Comercial";"Não";"Média Tensão";"CCS";"CABLE";"120";"Disponível";"2026-01-31T12:39:47.279Z"
"GDL-00009";"PT-EDP-EGDL-00009-2";"Alta Potência Rápido";"Disponível";"Grândola";"A2 Km 111.3 S-N 1";"38.16717";"-8.49087";"EDP - EDP Comercial";"Não";"Média Tensão";"CHAdeMO";"CABLE";"60";"Disponível";"2026-01-31T12:39:47.279Z"
"GDL-00009";"PT-EDP-EGDL-00009-3";"Alta Potência Rápido";"Disponível";"Grândola";"A2 Km 111.3 S-N 1";"38.16717";"-8.49087";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T12:39:47.279Z"
"GDL-00010";"PT-EDP-EGDL-00010-1";"Potência Normal Médio";"Disponível";"Grândola";"Via Longitudinal de Tróia Estrada Nacional 2";"38.463574";"-8.868824";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-30T21:41:45.374Z"
"GDL-00010";"PT-EDP-EGDL-00010-2";"Potência Normal Médio";"Disponível";"Grândola";"Via Longitudinal de Tróia Estrada Nacional 2";"38.463574";"-8.868824";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-30T21:41:45.374Z"
"GDL-00011";"PT-EDP-EGDL-00011-1";"Potência Normal Médio";"Disponível";"Grândola";"Via Longitudinal de Tróia, Estrada Nacional 2";"38.227214";"-8.55517";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-30T23:38:23.086Z"
"GDL-00011";"PT-EDP-EGDL-00011-2";"Potência Normal Médio";"Disponível";"Grândola";"Via Longitudinal de Tróia, Estrada Nacional 2";"38.227214";"-8.55517";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-30T23:38:23.086Z"
"GDL-00012";"PT-EDP-EGDL-00012-1";"Potência Normal Médio";"Disponível";"Grândola";"Via Longitudinal de Troia Estrada Nacional 2";"38.227214";"-8.55517";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T14:28:19.753Z"
"GDL-00012";"PT-EDP-EGDL-00012-2";"Potência Normal Médio";"Disponível";"Grândola";"Via Longitudinal de Troia Estrada Nacional 2";"38.227214";"-8.55517";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T14:28:19.753Z"
"GDL-00015";"GDL-00015-01";"Potência Normal Médio";"Disponível";"Grândola";"Centro de Saúde de Azinheira dos Barros";"38.071678";"-8.418518";"TRK - WOW PLUG";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:39:54.686Z"
"GDL-00015";"GDL-00015-02";"Potência Normal Médio";"Disponível";"Grândola";"Centro de Saúde de Azinheira dos Barros";"38.071678";"-8.418518";"TRK - WOW PLUG";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:39:54.686Z"
"GDL-00017";"GDL-00017-01";"Alta Potência Ultrarrápido";"Disponível";"Grândola";"Cerrado dos Castanheiros , Lote 20";"38.184275";"-8.568808";"FCT - Iberdrola | BP Pulse";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"150";"Disponível";"2026-01-31T15:40:10.147Z"
"GDL-00017";"GDL-00017-02";"Alta Potência Ultrarrápido";"Disponível";"Grândola";"Cerrado dos Castanheiros , Lote 20";"38.184275";"-8.568808";"FCT - Iberdrola | BP Pulse";"Não";"Baixa Tensão Especial";"CHAdeMO";"CABLE";"80";"Disponível";"2026-01-31T15:40:10.147Z"
"GDL-00017";"GDL-00017-03";"Alta Potência Ultrarrápido";"Disponível";"Grândola";"Cerrado dos Castanheiros , Lote 20";"38.184275";"-8.568808";"FCT - Iberdrola | BP Pulse";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"150";"Disponível";"2026-01-31T15:40:10.147Z"
"GDL-00018";"GDL-00018-01";"Potência Normal Médio";"Disponível";"Grândola";"Estrada das Bicas";"38.271417";"-8.641917";"IBD - Iberdrola";"Não";"Média Tensão";"Mennekes";"CABLE";"22";"Disponível";"2026-01-31T15:40:20.255Z"
"GDL-00018";"GDL-00018-02";"Potência Normal Médio";"Disponível";"Grândola";"Estrada das Bicas";"38.271417";"-8.641917";"IBD - Iberdrola";"Não";"Média Tensão";"Mennekes";"CABLE";"22";"Em uso";"2026-01-31T15:40:20.255Z"
"GDL-00019";"PT-EDP-EGDL-00019-1";"Potência Normal Médio";"Disponível";"Grândola";"Via Longitudinal de Troia Estrada Nacional 2";"38.466494";"-8.877387";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-31T10:26:06.211Z"
"GDL-00019";"PT-EDP-EGDL-00019-2";"Potência Normal Médio";"Disponível";"Grândola";"Via Longitudinal de Troia Estrada Nacional 2";"38.466494";"-8.877387";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-31T10:26:06.211Z"
"GDL-00020";"PT-EDP-EGDL-00020-1";"Potência Normal Médio";"Disponível";"Grândola";"Via Longitudinal de Troia Estrada Nacional 3";"39.06894";"-8.78508";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-31T00:02:53.638Z"
"GDL-00020";"PT-EDP-EGDL-00020-2";"Potência Normal Médio";"Disponível";"Grândola";"Via Longitudinal de Troia Estrada Nacional 3";"39.06894";"-8.78508";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-31T00:02:53.638Z"
