"ID";"UID DA TOMADA";"TIPO DE CARREGAMENTO";"ESTADO DO POSTO";"CIDADE";"MORADA";"LATITUDE";"LONGITUDE";"OPERADOR";"MOBICHARGER";"NÍVEL DE TENSÃO";"TIPO DE TOMADA";"FORMATO DA TOMADA";"POTÊNCIA DA TOMADA (kW)";"ESTADO DA TOMADA";"ÚLTIMA ATUALIZAÇÃO"
"ABF-00008";"PT-EDP-EABF-00008-1";"Potência Normal Médio";"Disponível";"Albufeira";"Cerro da Lagoa";"37.0907";"-8.243906";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-30T23:09:57.732Z"
"ABF-00009";"PT-EDP-EABF-00009-1";"Potência Normal Médio";"Disponível";"Albufeira";"Vila Gale Cerro Alagoa ";"37.091404";"-8.242397";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-30T23:09:58.575Z"
"ABF-00011";"ABF-00011-01";"Potência Normal Médio";"Offline";"Albufeira";"Praia Maria Luísa";"37.091771";"-8.205087";"BLU - Blue Charge";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Offline";"2025-11-07T11:05:02.260Z"
"ABF-00011";"ABF-00011-02";"Potência Normal Médio";"Offline";"Albufeira";"Praia Maria Luísa";"37.091771";"-8.205087";"BLU - Blue Charge";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Offline";"2025-11-07T11:05:02.260Z"
"ABF-00012";"ABF-00012-01";"Potência Normal Médio";"Disponível";"Albufeira";"LUGAR VALVERDE - TAVAGUEIRA, GUIA";"37.129463";"-8.282082";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-30T13:43:24.162Z"
"ABF-00012";"ABF-00012-02";"Potência Normal Médio";"Disponível";"Albufeira";"LUGAR VALVERDE - TAVAGUEIRA, GUIA";"37.129463";"-8.282082";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Em uso";"2026-01-30T13:43:24.162Z"
"ABF-00013";"ABF-00013-01";"Potência Normal Médio";"Disponível";"Albufeira";"LUGAR VALVERDE - TAVAGUEIRA, GUIA";"37.129463";"-8.282082";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T10:00:32.517Z"
"ABF-00013";"ABF-00013-02";"Potência Normal Médio";"Disponível";"Albufeira";"LUGAR VALVERDE - TAVAGUEIRA, GUIA";"37.129463";"-8.282082";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T10:00:32.517Z"
"ABF-00024";"ABF-00024-01";"Alta Potência Rápido";"Offline";"Albufeira";"(M1285) TORRE DA MOSQUEIRA - EST. MONTECHORO";"37.11872";"-8.22682";"GLG - Galp";"Não";"Baixa Tensão Especial";"CHAdeMO";"CABLE";"50";"Offline";"2026-01-31T12:37:44.073Z"
"ABF-00024";"ABF-00024-02";"Alta Potência Rápido";"Offline";"Albufeira";"(M1285) TORRE DA MOSQUEIRA - EST. MONTECHORO";"37.11872";"-8.22682";"GLG - Galp";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"50";"Offline";"2026-01-31T12:37:44.073Z"
"ABF-00024";"ABF-00024-03";"Alta Potência Rápido";"Offline";"Albufeira";"(M1285) TORRE DA MOSQUEIRA - EST. MONTECHORO";"37.11872";"-8.22682";"GLG - Galp";"Não";"Baixa Tensão Especial";"Mennekes";"CABLE";"43";"Offline";"2026-01-31T12:37:44.073Z"
"ABF-00035";"ABF-00035-01";"Alta Potência Rápido";"Disponível";"Albufeira";"EN. 395 - Sitio Bemparece";"37.095831";"-8.255161";"REP - Repsol";"Não";"Baixa Tensão Especial";"CHAdeMO";"CABLE";"50";"Disponível";"2026-01-31T15:40:35.954Z"
"ABF-00035";"ABF-00035-02";"Alta Potência Rápido";"Disponível";"Albufeira";"EN. 395 - Sitio Bemparece";"37.095831";"-8.255161";"REP - Repsol";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"60";"Disponível";"2026-01-31T15:40:35.954Z"
"ABF-00035";"ABF-00035-03";"Alta Potência Rápido";"Disponível";"Albufeira";"EN. 395 - Sitio Bemparece";"37.095831";"-8.255161";"REP - Repsol";"Não";"Baixa Tensão Especial";"Mennekes";"CABLE";"43";"Disponível";"2026-01-31T15:40:35.954Z"
"ABF-00036";"ABF-00036-01";"Potência Normal Médio";"Disponível";"Albufeira";"RUA DOS ABELHARUCOS (ALDEIA DAS AÇOTEIAS)";"37.0945001";"-8.1775999";"GLP - Galp";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"11";"Disponível";"2026-01-09T22:36:33.156Z"
"ABF-00036";"ABF-00036-02";"Potência Normal Médio";"Disponível";"Albufeira";"RUA DOS ABELHARUCOS (ALDEIA DAS AÇOTEIAS)";"37.0945001";"-8.1775999";"GLP - Galp";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"11";"Disponível";"2026-01-09T22:36:33.156Z"
"ABF-00037";"ABF-00037-01";"Potência Normal Médio";"Disponível";"Albufeira";"RUA DOS ABELHARUCOS (ALDEIA DAS AÇOTEIAS)";"37.095968";"-8.177374";"GLP - Galp";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"11";"Disponível";"2026-01-30T21:00:30.104Z"
"ABF-00037";"ABF-00037-02";"Potência Normal Médio";"Disponível";"Albufeira";"RUA DOS ABELHARUCOS (ALDEIA DAS AÇOTEIAS)";"37.095968";"-8.177374";"GLP - Galp";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"11";"Disponível";"2026-01-30T21:00:30.104Z"
"ABF-00038";"ABF-00038-01";"Potência Normal Médio";"Disponível";"Albufeira";"Pinhal do Concelho, Praia da Falésia";"37.089744";"-8.166816";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"11";"Disponível";"2026-01-30T17:23:07.143Z"
"ABF-00038";"ABF-00038-02";"Potência Normal Médio";"Disponível";"Albufeira";"Pinhal do Concelho, Praia da Falésia";"37.089744";"-8.166816";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"11";"Disponível";"2026-01-30T17:23:07.143Z"
"ABF-00039";"ABF-00039-01";"Potência Normal Médio";"Disponível";"Albufeira";"Pinhal do Concelho, Praia da Falésia";"37.089744";"-8.166816";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"11";"Disponível";"2026-01-30T21:39:49.093Z"
"ABF-00039";"ABF-00039-02";"Potência Normal Médio";"Disponível";"Albufeira";"Pinhal do Concelho, Praia da Falésia";"37.089744";"-8.166816";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"11";"Disponível";"2026-01-30T21:39:49.093Z"
"ABF-00040";"ABF-00040-01";"Potência Normal Médio";"Disponível";"Albufeira";"Pinhal do Concelho, Praia da Falésia";"37.089744";"-8.166816";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"11";"Disponível";"2026-01-30T17:16:55.500Z"
"ABF-00040";"ABF-00040-02";"Potência Normal Médio";"Disponível";"Albufeira";"Pinhal do Concelho, Praia da Falésia";"37.089744";"-8.166816";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"11";"Disponível";"2026-01-30T17:16:55.500Z"
"ABF-00043";"ABF-00043-01";"Potência Normal Médio";"Disponível";"Albufeira";"Urbanização Pine Cliffs, 310, Bajo";"37.0930738";"-8.1785928";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T09:21:55.287Z"
"ABF-00043";"ABF-00043-02";"Potência Normal Médio";"Disponível";"Albufeira";"Urbanização Pine Cliffs, 310, Bajo";"37.0930738";"-8.1785928";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T09:21:55.287Z"
"ABF-00044";"ABF-00044-01";"Potência Normal Médio";"Disponível";"Albufeira";"Urbanização Pine Cliffs, 355, Bajo";"37.093039";"-8.177069";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T05:24:21.752Z"
"ABF-00044";"ABF-00044-02";"Potência Normal Médio";"Disponível";"Albufeira";"Urbanização Pine Cliffs, 355, Bajo";"37.093039";"-8.177069";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T05:24:21.752Z"
"ABF-00045";"ABF-00045-01";"Potência Normal Médio";"Disponível";"Albufeira";"Urbanização Pine Cliffs, 355, Bajo";"37.092586";"-8.1771216";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T10:21:21.446Z"
"ABF-00045";"ABF-00045-02";"Potência Normal Médio";"Disponível";"Albufeira";"Urbanização Pine Cliffs, 355, Bajo";"37.092586";"-8.1771216";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T10:21:21.446Z"
"ABF-00046";"ABF-00046-01";"Potência Normal Médio";"Disponível";"Albufeira";"Rua Caminho do Pinhal, Bajo";"37.093282";"-8.171207";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-30T17:06:30.782Z"
"ABF-00046";"ABF-00046-02";"Potência Normal Médio";"Disponível";"Albufeira";"Rua Caminho do Pinhal, Bajo";"37.093282";"-8.171207";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-30T17:06:30.782Z"
"ABF-00050";"ABF-00050-01";"Alta Potência Rápido";"Disponível";"Albufeira";"Av. 12 de Julho";"37.12675";"-8.237";"IHM - IHOME";"Não";"Média Tensão";"CCS";"CABLE";"120";"Disponível";"2026-01-31T15:40:20.174Z"
"ABF-00050";"ABF-00050-02";"Alta Potência Rápido";"Disponível";"Albufeira";"Av. 12 de Julho";"37.12675";"-8.237";"IHM - IHOME";"Não";"Média Tensão";"CHAdeMO";"CABLE";"50";"Disponível";"2026-01-31T15:40:20.174Z"
"ABF-00053";"ABF-00053-01";"Potência Normal Médio";"Disponível";"Albufeira";"Lanka Prq Com e Ind do Alg, Lt R - Frc 3";"37.12766";"-8.280386";"CAP - CAPWATT Services, S.A.";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:40:15.912Z"
"ABF-00053";"ABF-00053-02";"Potência Normal Médio";"Disponível";"Albufeira";"Lanka Prq Com e Ind do Alg, Lt R - Frc 3";"37.12766";"-8.280386";"CAP - CAPWATT Services, S.A.";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Em uso";"2026-01-31T15:40:15.912Z"
"ABF-00053";"ABF-00053-03";"Potência Normal Médio";"Disponível";"Albufeira";"Lanka Prq Com e Ind do Alg, Lt R - Frc 3";"37.12766";"-8.280386";"CAP - CAPWATT Services, S.A.";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Fora de Serviço";"2026-01-31T15:40:15.912Z"
"ABF-00053";"ABF-00053-04";"Potência Normal Médio";"Disponível";"Albufeira";"Lanka Prq Com e Ind do Alg, Lt R - Frc 3";"37.12766";"-8.280386";"CAP - CAPWATT Services, S.A.";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Fora de Serviço";"2026-01-31T15:40:15.912Z"
"ABF-00053";"ABF-00053-05";"Potência Normal Médio";"Disponível";"Albufeira";"Lanka Prq Com e Ind do Alg, Lt R - Frc 3";"37.12766";"-8.280386";"CAP - CAPWATT Services, S.A.";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Fora de Serviço";"2026-01-31T15:40:15.912Z"
"ABF-00053";"ABF-00053-06";"Potência Normal Médio";"Disponível";"Albufeira";"Lanka Prq Com e Ind do Alg, Lt R - Frc 3";"37.12766";"-8.280386";"CAP - CAPWATT Services, S.A.";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Fora de Serviço";"2026-01-31T15:40:15.912Z"
"ABF-00055";"ABF-00055-01";"Alta Potência Rápido";"Disponível";"Albufeira";"Albufeira Retail Park, Lugar da Tavagueira";"37.1279625";"-8.2836026";"HRZ - Powerdot";"Não";"Média Tensão";"CHAdeMO";"CABLE";"60";"Disponível";"2026-01-31T15:40:07.718Z"
"ABF-00055";"ABF-00055-02";"Alta Potência Rápido";"Disponível";"Albufeira";"Albufeira Retail Park, Lugar da Tavagueira";"37.1279625";"-8.2836026";"HRZ - Powerdot";"Não";"Média Tensão";"CCS";"CABLE";"100";"Em uso";"2026-01-31T15:40:07.718Z"
"ABF-00055";"ABF-00055-03";"Alta Potência Rápido";"Disponível";"Albufeira";"Albufeira Retail Park, Lugar da Tavagueira";"37.1279625";"-8.2836026";"HRZ - Powerdot";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:40:07.718Z"
"ABF-00055";"ABF-00055-04";"Alta Potência Rápido";"Disponível";"Albufeira";"Albufeira Retail Park, Lugar da Tavagueira";"37.1279625";"-8.2836026";"HRZ - Powerdot";"Não";"Média Tensão";"CCS";"CABLE";"140";"Fora de Serviço";"2026-01-31T15:40:07.718Z"
"ABF-00055";"ABF-00055-05";"Alta Potência Rápido";"Disponível";"Albufeira";"Albufeira Retail Park, Lugar da Tavagueira";"37.1279625";"-8.2836026";"HRZ - Powerdot";"Não";"Média Tensão";"CCS";"CABLE";"140";"Fora de Serviço";"2026-01-31T15:40:07.718Z"
"ABF-00059";"ABF-00059-01";"Potência Normal Médio";"Disponível";"Albufeira";"Praia de Santa Eulália";"37.0894852";"-8.2129825";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:39:27.778Z"
"ABF-00059";"ABF-00059-02";"Potência Normal Médio";"Disponível";"Albufeira";"Praia de Santa Eulália";"37.0894852";"-8.2129825";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:39:27.778Z"
"ABF-00060";"ABF-00060-01";"Potência Normal Médio";"Disponível";"Albufeira";"Praia de Santa Eulália";"37.0894852";"-8.2129825";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:40:03.906Z"
"ABF-00060";"ABF-00060-02";"Potência Normal Médio";"Disponível";"Albufeira";"Praia de Santa Eulália";"37.0894852";"-8.2129825";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:40:03.906Z"
"ABF-00061";"ABF-00061-01";"Alta Potência Rápido";"Disponível";"Albufeira";"Estrada de Vilamoura";"37.104337";"-8.192684";"GLP - Galp";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"60";"Disponível";"2026-01-31T14:01:34.021Z"
"ABF-00061";"ABF-00061-02";"Alta Potência Rápido";"Disponível";"Albufeira";"Estrada de Vilamoura";"37.104337";"-8.192684";"GLP - Galp";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"60";"Disponível";"2026-01-31T14:01:34.021Z"
"ABF-00062";"ABF-00062-01";"Potência Normal Médio";"Disponível";"Albufeira";"Estrada das Sesmarias";"37.0804692";"-8.2873056";"IBD - Iberdrola";"Não";"Baixa Tensão Especial";"Mennekes";"CABLE";"22";"Em uso";"2026-01-31T15:40:52.896Z"
"ABF-00062";"ABF-00062-02";"Potência Normal Médio";"Disponível";"Albufeira";"Estrada das Sesmarias";"37.0804692";"-8.2873056";"IBD - Iberdrola";"Não";"Baixa Tensão Especial";"Mennekes";"CABLE";"22";"Disponível";"2026-01-31T15:40:52.896Z"
"ABF-00063";"ABF-00063-01";"Potência Normal Médio";"Disponível";"Albufeira";"Rua da Boca da Alagoa, Lote 1";"37.0907879";"-8.324708";"IBD - Iberdrola";"Não";"Média Tensão";"Mennekes";"CABLE";"22";"Disponível";"2026-01-31T15:40:22.351Z"
"ABF-00063";"ABF-00063-02";"Potência Normal Médio";"Disponível";"Albufeira";"Rua da Boca da Alagoa, Lote 1";"37.0907879";"-8.324708";"IBD - Iberdrola";"Não";"Média Tensão";"Mennekes";"CABLE";"22";"Disponível";"2026-01-31T15:40:22.351Z"
"ABF-00064";"ABF-00064-01";"Potência Normal Médio";"Disponível";"Albufeira";"Rua da Boca da Alagoa, Lote 1";"37.0907879";"-8.3247086";"IBD - Iberdrola";"Não";"Média Tensão";"Mennekes";"CABLE";"22";"Disponível";"2026-01-31T15:39:58.734Z"
"ABF-00064";"ABF-00064-02";"Potência Normal Médio";"Disponível";"Albufeira";"Rua da Boca da Alagoa, Lote 1";"37.0907879";"-8.3247086";"IBD - Iberdrola";"Não";"Média Tensão";"Mennekes";"CABLE";"22";"Disponível";"2026-01-31T15:39:58.734Z"
"ABF-00065";"PT-EDP-EABF-00065-1";"Potência Normal Médio";"Disponível";"Albufeira";"Cerro da Lagoa";"37.090485";"-8.237937";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-31T00:46:01.811Z"
"ABF-00065";"PT-EDP-EABF-00065-2";"Potência Normal Médio";"Disponível";"Albufeira";"Cerro da Lagoa";"37.090485";"-8.237937";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-31T00:46:01.811Z"
"ABF-00066";"PT-EDP-EABF-00066-1";"Potência Normal Médio";"Disponível";"Albufeira";"Apartado 2436  Praia da G";"37.127851";"-8.300777";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-30T21:15:32.183Z"
"ABF-00066";"PT-EDP-EABF-00066-2";"Potência Normal Médio";"Disponível";"Albufeira";"Apartado 2436  Praia da G";"37.127851";"-8.300777";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-30T21:15:32.183Z"
"ABF-00067";"PT-EDP-EABF-00067-1";"Potência Normal Médio";"Disponível";"Albufeira";"Rua Do Municipio Lote 26 1";"37.129731";"-8.300348";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-31T00:26:24.264Z"
"ABF-00067";"PT-EDP-EABF-00067-2";"Potência Normal Médio";"Disponível";"Albufeira";"Rua Do Municipio Lote 26 1";"37.129731";"-8.300348";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-31T00:26:24.264Z"
"ABF-00068";"PT-EDP-EABF-00068-1";"Potência Normal Médio";"Disponível";"Albufeira";"Apartado 2436  Praia da ";"37.079555";"-8.291377";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-30T23:38:24.816Z"
"ABF-00068";"PT-EDP-EABF-00068-2";"Potência Normal Médio";"Disponível";"Albufeira";"Apartado 2436  Praia da ";"37.079555";"-8.291377";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-30T23:38:24.816Z"
"ABF-00069";"PT-EDP-EABF-00069-1";"Potência Normal Médio";"Disponível";"Albufeira";"Sítio da Bolota Edificio AHETA";"37.098627";"-8.259127";"EDP - EDP Comercial";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T01:52:41.274Z"
"ABF-00069";"PT-EDP-EABF-00069-2";"Potência Normal Médio";"Disponível";"Albufeira";"Sítio da Bolota Edificio AHETA";"37.098627";"-8.259127";"EDP - EDP Comercial";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T01:52:41.274Z"
"ABF-00070";"PT-EDP-EABF-00070-1";"Potência Normal Médio";"Disponível";"Albufeira";"Rua de Dunfermline";"37.093515";"-8.232346";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T11:31:11.465Z"
"ABF-00070";"PT-EDP-EABF-00070-2";"Potência Normal Médio";"Disponível";"Albufeira";"Rua de Dunfermline";"37.093515";"-8.232346";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T11:31:11.465Z"
"ABF-00071";"ABF-00071-01";"Potência Normal Médio";"Disponível";"Albufeira";"RUA JOSÉ FONTANA";"37.0902058";"-8.3073333";"EDP - EDP Comercial";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-31T15:40:17.766Z"
"ABF-00071";"ABF-00071-02";"Potência Normal Médio";"Disponível";"Albufeira";"RUA JOSÉ FONTANA";"37.0902058";"-8.3073333";"EDP - EDP Comercial";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-31T15:40:17.766Z"
"ABF-00072";"PT-EDP-EABF-00072-1";"Potência Normal Médio";"Disponível";"Albufeira";"Estrada dos Salgados";"37.087259";"-8.316285";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-31T11:04:51.207Z"
"ABF-00072";"PT-EDP-EABF-00072-2";"Potência Normal Médio";"Disponível";"Albufeira";"Estrada dos Salgados";"37.087259";"-8.316285";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-31T11:04:51.207Z"
"ABF-00073";"ABF-00073-01";"Alta Potência Rápido";"Disponível";"Albufeira";"Urb.Bela Vista, Av. dos Descobrimentos";"37.092";"-8.2412";"ATL - Atlante";"Não";"Média Tensão";"CHAdeMO";"CABLE";"50";"INOPERATIVE";"2026-01-31T15:07:42.239Z"
"ABF-00073";"ABF-00073-02";"Alta Potência Rápido";"Disponível";"Albufeira";"Urb.Bela Vista, Av. dos Descobrimentos";"37.092";"-8.2412";"ATL - Atlante";"Não";"Média Tensão";"CCS";"CABLE";"60";"INOPERATIVE";"2026-01-31T15:07:42.239Z"
"ABF-00073";"ABF-00073-03";"Alta Potência Rápido";"Disponível";"Albufeira";"Urb.Bela Vista, Av. dos Descobrimentos";"37.092";"-8.2412";"ATL - Atlante";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:07:42.239Z"
"ABF-00074";"PT-EDP-EABF-00074-1";"Potência Normal Médio";"Disponível";"Albufeira";"R Adriano Correia de Oliveira 1";"37.10035";"-8.22838";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-31T01:17:06.300Z"
"ABF-00074";"PT-EDP-EABF-00074-2";"Potência Normal Médio";"Disponível";"Albufeira";"R Adriano Correia de Oliveira 1";"37.10035";"-8.22838";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-31T01:17:06.300Z"
"ABF-00075";"PT-EDP-EABF-00075-1";"Potência Normal Médio";"Disponível";"Albufeira";"R Adriano Correia de Oliveira 212";"37.10035";"-8.22838";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-30T23:44:47.296Z"
"ABF-00076";"ABF-00076-01";"Potência Normal Médio";"Offline";"Albufeira";"Rua do Mercado";"37.124474";"-8.30046";"KLS - KLC Serviços";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Offline";"2025-02-01T21:55:02.800Z"
"ABF-00076";"ABF-00076-02";"Potência Normal Médio";"Offline";"Albufeira";"Rua do Mercado";"37.124474";"-8.30046";"KLS - KLC Serviços";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Offline";"2025-02-01T21:55:02.800Z"
"ABF-00080";"ABF-00080-01";"Potência Normal Médio";"Offline";"Albufeira";"Rua das Escolas";"37.175409";"-8.205581";"KLS - KLC Serviços";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Fora de Serviço";"2025-05-29T10:40:02.537Z"
"ABF-00080";"ABF-00080-02";"Potência Normal Médio";"Offline";"Albufeira";"Rua das Escolas";"37.175409";"-8.205581";"KLS - KLC Serviços";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Offline";"2025-05-29T10:40:02.537Z"
"ABF-00081";"ABF-00081-01";"Potência Normal Médio";"Offline";"Albufeira";"Rua do Barlavento";"37.083682";"-8.313905";"KLS - KLC Serviços";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Offline";"2025-05-29T11:55:02.052Z"
"ABF-00081";"ABF-00081-02";"Potência Normal Médio";"Offline";"Albufeira";"Rua do Barlavento";"37.083682";"-8.313905";"KLS - KLC Serviços";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Offline";"2025-05-29T11:55:02.052Z"
"ABF-00084";"ABF-00084-01";"Alta Potência Rápido";"Offline";"Albufeira";"Zona Industrial de Vale Paraiso";"37.117687";"-8.245134";"KLS - KLC Serviços";"Não";"Baixa Tensão Especial";"CHAdeMO";"CABLE";"50";"Offline";"2025-06-20T22:25:18.229Z"
"ABF-00084";"ABF-00084-02";"Alta Potência Rápido";"Offline";"Albufeira";"Zona Industrial de Vale Paraiso";"37.117687";"-8.245134";"KLS - KLC Serviços";"Não";"Baixa Tensão Especial";"Mennekes";"CABLE";"43";"Offline";"2025-06-20T22:25:18.229Z"
"ABF-00086";"ABF-00086-01";"Alta Potência Rápido";"Disponível";"Albufeira";"Leroy Merlin Albufeira";"37.130216";"-8.283583";"HLX - Helexia";"Não";"Média Tensão";"CCS";"CABLE";"50";"Disponível";"2026-01-31T15:39:31.691Z"
"ABF-00086";"ABF-00086-02";"Alta Potência Rápido";"Disponível";"Albufeira";"Leroy Merlin Albufeira";"37.130216";"-8.283583";"HLX - Helexia";"Não";"Média Tensão";"CHAdeMO";"CABLE";"50";"Disponível";"2026-01-31T15:39:31.691Z"
"ABF-00087";"ABF-00087-01";"Potência Normal Médio";"Disponível";"Albufeira";"Leroy Merlin Albufeira";"37.130216";"-8.2835";"HLX - Helexia";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:40:43.442Z"
"ABF-00087";"ABF-00087-02";"Potência Normal Médio";"Disponível";"Albufeira";"Leroy Merlin Albufeira";"37.130216";"-8.2835";"HLX - Helexia";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:40:43.442Z"
"ABF-00089";"ABF-00089-01";"Potência Normal Médio";"Disponível";"Albufeira";"Vila Joya, Estrada da Galé";"37.0801249";"-8.3136993";"IBD - Iberdrola";"Não";"Baixa Tensão Especial";"Mennekes";"CABLE";"11";"Disponível";"2026-01-31T15:39:57.265Z"
"ABF-00089";"ABF-00089-02";"Potência Normal Médio";"Disponível";"Albufeira";"Vila Joya, Estrada da Galé";"37.0801249";"-8.3136993";"IBD - Iberdrola";"Não";"Baixa Tensão Especial";"Mennekes";"CABLE";"11";"Disponível";"2026-01-31T15:39:57.265Z"
"ABF-00093";"ABF-00093-01";"Potência Normal Médio";"Offline";"Albufeira";"Av. 12 de Julho";"37.125972";"-8.2374999";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Offline";"2025-11-05T19:50:02.066Z"
"ABF-00093";"ABF-00093-02";"Potência Normal Médio";"Offline";"Albufeira";"Av. 12 de Julho";"37.125972";"-8.2374999";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Offline";"2025-11-05T19:50:02.066Z"
